hotelId,hotelName,hotelName_EN,featureHotelType,poi_cityId,poi_cityName,poi_cityName_EN,poi_zoneName,poi_position,poi_coordinate,commentScore,commentNumber,hotelImage,positionInfo,transportInfo,miniPrice,miniPriceRoom
71545262,丽呈朗誉酒店(深圳龙岗中心大运新城店),Rezen Longuu Hotel (Shenzhen Longgang Universiade Center Station),免费停车,30,深圳,Shenzhen,龙岗区,龙岗中心区/大运新城 吉祥里豪庭9栋铭德大厦A座1楼,"{'type': 2, 'latitude': '22.722441', 'longitude': '114.221198'}",4.7,1385,https://dimg04.c-ctrip.com/images/1mc0p12000d38v2htC2F9_C_400_600_R5_Q70.jpg_.webp,近黄阁坑地铁站 · 龙岗中心,"[{'type': '地铁', 'info': '距黄阁坑地铁站-B口步行540米,约8分钟'}]",335,雅尚大床房（无线投屏）
104719929,深圳立年酒店,Shenzhen Linian Hotel,免费停车,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 南山街道荔湾社区前海路0101号丽湾大厦,"{'type': 2, 'latitude': '22.49569', 'longitude': '113.891695'}",4.7,1848,https://dimg04.c-ctrip.com/images/1mc6912000an4u96cA2E2_C_400_600_R5_Q70.jpg_.webp,近荔湾地铁站 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距荔湾地铁站-A口步行270米,约4分钟'}]",388,精品大床房
91916182,美豪丽致酒店深圳宝安机场(怀德地铁站店),Mehood Lestie Hotel (Shenzhen Bao'an Airport Huaide Metro Station Branch),免费停车,30,深圳,Shenzhen,宝安区,宝安机场商圈 福永镇福永大道3号,"{'type': 2, 'latitude': '22.672004', 'longitude': '113.826334'}",4.8,1346,https://dimg04.c-ctrip.com/images/1mc3512000fbnenk163B3_C_400_600_R5_Q70.jpg_.webp,近怀德地铁站 · 宝安机场商圈,"[{'type': '地铁', 'info': '距怀德地铁站-B口步行940米,约14分钟'}]",384,雅致城景双床房
46777003,深圳龙岗石芽岭地铁站亚朵酒店,Atour Hotel Shenzhen Longgang Shiyaling Metro Station,免费停车,30,深圳,Shenzhen,龙岗区,布吉/深圳东站 布澜路76号东久科技园2栋B座101,"{'type': 2, 'latitude': '22.631847', 'longitude': '114.133138'}",4.8,1600,https://dimg04.c-ctrip.com/images/200a190000015zv7y099D_C_400_600_R5_Q70.jpg_.webp,近石芽岭地铁站 · 布吉商圈,"[{'type': '地铁', 'info': '距石芽岭地铁站-J口步行730米,约11分钟'}]",419,高级双床房
62812574,XW Hotel 玺程设计酒店(深圳华侨城创意园店),XW Hotel (Shenzhen OCT),机器人服务,30,深圳,Shenzhen,南山区,华侨城 华侨城创意园文昌街4号C7栋,"{'type': 2, 'latitude': '22.54051', 'longitude': '113.994187'}",4.7,2544,https://dimg04.c-ctrip.com/images/1mc3n12000asv7lj2D651_C_400_600_R5_Q70.jpg_.webp,近华侨城创意文化园 · 华侨城,"[{'type': '地铁', 'info': '距侨城北地铁站-B口步行630米,约9分钟'}]",376,静语大床房
115803290,深圳南山芒果网大厦亚朵酒店,"Mangonet Building, No. 3955 Baishi Road, Nanshan District, Shenzhen, Guangdong, China",停车场,30,深圳,Shenzhen,南山区,科技园 白石路3955号北门芒果网大厦,"{'type': 2, 'latitude': '22.523888', 'longitude': '113.935467'}",4.9,576,https://dimg04.c-ctrip.com/images/1mc6712000dgq6henF5A4_C_400_600_R5_Q70.jpg_.webp,近深圳大学(粤海校区) · 科技园,"[{'type': '地铁', 'info': '距深大南地铁站步行320米,约5分钟'}]",684,雅致大床房
80980026,深圳南山西丽地铁站亚朵酒店,Atour Hotel Shenzhen Nanshan Xili Metro Station,免费停车,30,深圳,Shenzhen,南山区,大学城/西丽动物园 西丽街道新围社区新围村石岭工业区1栋,"{'type': 2, 'latitude': '22.584469', 'longitude': '113.947505'}",4.8,1224,https://dimg04.c-ctrip.com/images/020231200091ucutlAED6_C_400_600_R5_Q70.jpg_.webp,近留仙洞地铁站 · 西丽/大学城,"[{'type': '地铁', 'info': '距留仙洞地铁站-B口步行930米,约14分钟'}]",500,雅致房
96257575,中濠悦际酒店(深圳前海店),Zhonghao Yueji Hotel (Shenzhen Qianhai Branch),免费停车,30,深圳,Shenzhen,宝安区,宝安商业区 新安三路10号,"{'type': 2, 'latitude': '22.574553', 'longitude': '113.911282'}",4.6,1699,https://dimg04.c-ctrip.com/images/1mc6812000ds6ngd76CA7_C_400_600_R5_Q70.jpg_.webp,近洪浪北地铁站 · 宝安商业区,"[{'type': '地铁', 'info': '距洪浪北地铁站步行160米,约3分钟'}]",391,轻奢榻榻米房
15187493,深圳坂田中成亚朵S酒店,Atour S Hotel,免费停车,30,深圳,Shenzhen,龙岗区,坂田 坂田街道五和大道4012号,"{'type': 2, 'latitude': '22.662474', 'longitude': '114.058894'}",4.8,1346,https://dimg04.c-ctrip.com/images/0222912000dlr0cwnE7E7_C_400_600_R5_Q70.jpg_.webp,近天安云谷产业园 · 坂田,"[{'type': '地铁', 'info': '距岗头地铁站-C2口步行1.8公里,约26分钟'}]",561,高级双床房
77531848,麗枫酒店(深圳南山科技园万科云城店),Lavande Hotel (Shenzhen Nanshan Science and Technology Park Vanke Cloud City),多功能厅,30,深圳,Shenzhen,南山区,大学城/西丽动物园 西丽街道曙光社区茶光路1044号波顿科技园二期A栋,"{'type': 2, 'latitude': '22.567384', 'longitude': '113.939582'}",4.8,2432,https://dimg04.c-ctrip.com/images/1mc6d12000eq4s58847C6_C_400_600_R5_Q70.jpg_.webp,近大疆天空之城 · 西丽/大学城,"[{'type': '地铁', 'info': '距茶光地铁站-C口驾车2.6公里,约12分钟'}]",409,高级大床房（静夜好眠）
114405293,铂尔登美瑾酒店(深圳南山西丽地铁站店),Dalden Meijin Hotel,停车场,30,深圳,Shenzhen,南山区,大学城/西丽动物园 西丽街道新围社区留仙大道6008号鼎新大厦,"{'type': 2, 'latitude': '22.581022', 'longitude': '113.953854'}",4.5,437,https://dimg04.c-ctrip.com/images/1mc6m12000cw2i698FFBA_C_400_600_R5_Q70.jpg_.webp,近西丽地铁站 · 西丽/大学城,"[{'type': '地铁', 'info': '距西丽地铁站步行100米,约2分钟'}]",331,阳光全景大床房
67592415,深圳海上世界九州瑾程酒店,Kyushu Joycheng Hotel Shenzhen,SPA,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 工业二路1号海洋石油大厦,"{'type': 2, 'latitude': '22.483485', 'longitude': '113.91345'}",4.7,3150,https://dimg04.c-ctrip.com/images/1mc4r12000au3ffblA251_C_400_600_R5_Q70.jpg_.webp,近海上世界 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距海上世界地铁站-E口步行160米,约3分钟'}]",648,九州湾景大床房
34204469,深圳南山科技园科苑路亚朵酒店,Atour Hotel (Shenzhen Nanshan Science and Technology Park),免费停车,30,深圳,Shenzhen,南山区,科技园 科伟路1号,"{'type': 2, 'latitude': '22.54785', 'longitude': '113.945921'}",4.8,1415,https://dimg04.c-ctrip.com/images/1mc6212000c2lgo27942D_C_400_600_R5_Q70.jpg_.webp,近科兴科技园 · 科技园,"[{'type': '地铁', 'info': '距深大地铁站-A4口步行940米,约14分钟'}]",544,雅致双床房
112387162,深圳福田华强北步行街亚朵酒店,Atour Hotel Shenzhen Futian Huaqiangnorth Pedestrian Street,家庭房,30,深圳,Shenzhen,福田区,华强北商业区 华强北街道振华路100号深纺大厦C座,"{'type': 2, 'latitude': '22.544638', 'longitude': '114.085035'}",4.8,1287,https://dimg04.c-ctrip.com/images/1mc3h12000evggayu6355_C_400_600_R5_Q70.jpg_.webp,近华强北地铁站 · 华强商圈,"[{'type': '地铁', 'info': '距华强北地铁站步行<100米,约1分钟'}]",578,雅致大床房
90810143,启悦国际酒店(龙岗大运店),Qiyue International Hotel (Longgang Dayun Branch),免费停车,30,深圳,Shenzhen,龙岗区,龙岗中心区/大运新城 爱南路391号联亨商务大厦,"{'type': 2, 'latitude': '22.697457', 'longitude': '114.246344'}",4.8,1413,https://dimg04.c-ctrip.com/images/1mc1b12000dx8yp0uC524_C_400_600_R5_Q70.jpg_.webp,近嶂背地铁站 · 龙岗中心,"[{'type': '地铁', 'info': '距嶂背地铁站-A口步行1.5公里,约22分钟'}]",392,轻奢大床房
116857658,深圳蛇口太子湾逸扉酒店,UrCove by HYATT Shenzhen Shekou Cruise Center,自营影音房,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 汇海路41号领海大厦T4单元2层,"{'type': 2, 'latitude': '22.472324', 'longitude': '113.911549'}",4.8,500,https://dimg04.c-ctrip.com/images/1mc5u12000dceatkdFC5D_C_400_600_R5_Q70.jpg_.webp,近蛇口邮轮中心 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距太子湾地铁站步行120米,约2分钟'}]",518,高级大床房（私人享Coffee机+小冰箱+智能语音）
119967054,深圳海岸城购物中心南山地铁站亚朵酒店,Shenzhen Coastal City Shopping Center Nanshan Subway Station Atour Hotel,停车场,30,深圳,Shenzhen,南山区,海岸城/后海 南光路120号,"{'type': 2, 'latitude': '22.521951', 'longitude': '113.927611'}",4.9,761,https://dimg04.c-ctrip.com/images/1mc3x12000ehjpwqnFAAA_C_400_600_R5_Q70.jpg_.webp,近深圳大学(粤海校区) · 海岸城/后海,"[{'type': '地铁', 'info': '距南山书城地铁站-C口步行340米,约5分钟'}]",544,雅致大床房-谧静花园
420085,深圳阳光酒店,Sunshine Hotel of Shenzhen,泳池,30,深圳,Shenzhen,罗湖区,罗湖口岸/火车站 嘉宾路2001号,"{'type': 2, 'latitude': '22.53991', 'longitude': '114.122819'}",4.7,3823,https://dimg04.c-ctrip.com/images/1mc1e12000cuusclp36E5_C_400_600_R5_Q70.jpg_.webp,近深圳罗湖口岸 · 罗湖口岸/火车站,"[{'type': '地铁', 'info': '距向西村地铁站-D2口步行310米,约5分钟'}]",558,百寸巨幕影音大床房(VIP视频+一键投屏）
66942049,深圳南山深圳湾亚朵轻居酒店,Shenzhen Nanshan Shenzhen Bay Yaduo Qingju Hotel,管家服务,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 蛇口街道东角头社区蓝天路15-18号,"{'type': 2, 'latitude': '22.488652', 'longitude': '113.938906'}",4.7,1159,https://dimg04.c-ctrip.com/images/020691200081yzdlr9B0C_C_400_600_R5_Q70.jpg_.webp,近湾厦地铁站 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距湾厦地铁站-A口步行520米,约8分钟'}]",491,舒适大床房—静享私密空间
435261,深圳中洲圣廷苑酒店世纪楼,Pavilion Hotel Century Tower,免费停车,30,深圳,Shenzhen,福田区,华强北商业区 华强北路4014号,"{'type': 2, 'latitude': '22.550849', 'longitude': '114.087442'}",4.6,1880,https://dimg04.c-ctrip.com/images/1mc0812000bxbibzn493B_C_400_600_R5_Q70.jpg_.webp,近华新地铁站 · 华强商圈,"[{'type': '地铁', 'info': '距华新地铁站-E口步行240米,约4分钟'}]",398,高级客房
119247459,深圳皇悦豪生酒店,Howard Johnson  Royal Hotel Shenzhen,网红泳池,30,深圳,Shenzhen,宝安区,深圳国际会展中心商圈 新桥社区中心路233号鹏展汇2栋,"{'type': 2, 'latitude': '22.74192', 'longitude': '113.828399'}",4.8,192,https://dimg04.c-ctrip.com/images/0201b12000ds0wii67ED5_C_400_600_R5_Q70.jpg_.webp,近后亭地铁站 · 深圳国际会展中心商圈,"[{'type': '地铁', 'info': '距后亭地铁站-C口步行1.4公里,约20分钟'}]",565,豪华大床房
110599183,前海服务公寓(桂湾地铁站前海卓悦·壹方汇购物中心店),Qianhai Service Apartment,24小时前台,30,深圳,Shenzhen,南山区,前海自贸区 前海深港合作区金融街3号综合楼1-29楼,"{'type': 2, 'latitude': '22.528118', 'longitude': '113.898134'}",4.8,1162,https://dimg04.c-ctrip.com/images/1mc2r12000e1jnzuu8E15_C_400_600_R5_Q70.jpg_.webp,近桂湾地铁站 · 前海,"[{'type': '地铁', 'info': '距桂湾地铁站步行430米,约7分钟'}]",499,高级大床房（小爱智能控制、畅享城市景观）
77370567,深圳天安云谷华为基地怡程酒店,Echeng Hotel (Huawei base store in Shenzhen),免费停车,30,深圳,Shenzhen,龙岗区,坂田 坂田街道宝能科技园 (南区) 二期C区C1栋,"{'type': 2, 'latitude': '22.669434', 'longitude': '114.063568'}",4.8,1218,https://dimg04.c-ctrip.com/images/1mc0v12000d5f6qow13EE_C_400_600_R5_Q70.jpg_.webp,近天安云谷产业园 · 坂田,"[{'type': '地铁', 'info': '距岗头地铁站-C1口驾车2.2公里,约5分钟'}]",545,怡景 · 城景大床房（智能客控+纵“想”享城景）
115234455,深圳罗湖笋岗亚朵X酒店,Atour X Hotel,家庭房,30,深圳,Shenzhen,罗湖区,万象城/京基100 笋岗东路2127号华通大厦,"{'type': 2, 'latitude': '22.555514', 'longitude': '114.109961'}",4.7,1074,https://dimg04.c-ctrip.com/images/1mc6f12000crww69q40EF_C_400_600_R5_Q70.jpg_.webp,近园岭地铁站 · 万象城/京基100,"[{'type': '地铁', 'info': '距园岭地铁站-C口步行590米,约9分钟'}]",456,雅致大床房
106200311,深圳南山科技园若玺轻居酒店,Royce Light,免费停车,30,深圳,Shenzhen,南山区,科技园 粤兴六道6号中科纳能大厦D座1层,"{'type': 2, 'latitude': '22.526325', 'longitude': '113.942208'}",4.8,1070,https://dimg04.c-ctrip.com/images/0204c12000as18d4f0B12_C_400_600_R5_Q70.jpg_.webp,近春茧体育馆 · 科技园,"[{'type': '地铁', 'info': '距科苑地铁站-A口步行440米,约7分钟'}]",498,精选大床房（百寸巨幕影院+智能电动马桶）
71545262,丽呈朗誉酒店(深圳龙岗中心大运新城店),Rezen Longuu Hotel (Shenzhen Longgang Universiade Center Station),免费停车,30,深圳,Shenzhen,龙岗区,龙岗中心区/大运新城 吉祥里豪庭9栋铭德大厦A座1楼,"{'type': 2, 'latitude': '22.722441', 'longitude': '114.221198'}",4.7,1385,https://dimg04.c-ctrip.com/images/1mc0p12000d38v2htC2F9_C_400_600_R5_Q70.jpg_.webp,近黄阁坑地铁站 · 龙岗中心,"[{'type': '地铁', 'info': '距黄阁坑地铁站-B口步行540米,约8分钟'}]",335,雅尚大床房（无线投屏）
103785586,慕思健康睡眠酒店(深圳东站布吉地铁站店),Musi Healthy Sleep Hotel (Shenzhen East Railway Station Buji Subway Station),免费停车,30,深圳,Shenzhen,龙岗区,布吉/深圳东站 布吉街道中兴路13号,"{'type': 2, 'latitude': '22.607734', 'longitude': '114.124544'}",4.6,1220,https://dimg04.c-ctrip.com/images/1mc0612000ak0lirzC703_C_400_600_R5_Q70.jpg_.webp,近深圳东站 · 布吉商圈,"[{'type': '地铁', 'info': '距木棉湾地铁站-D口步行710米,约11分钟'}]",399,慕·栖高级大床房（安睡床垫）
77191705,深圳南山科技园水星花园酒店,Mercury Garden Hotel Shenzhen Nanshan Science Park,免费停车,30,深圳,Shenzhen,南山区,科技园 科技园科技路13号,"{'type': 2, 'latitude': '22.54394', 'longitude': '113.94935'}",4.6,1380,https://dimg04.c-ctrip.com/images/0205r120008qlao4z242F_C_400_600_R5_Q70.jpg_.webp,近深圳万象天地 · 科技园,"[{'type': '地铁', 'info': '距高新园地铁站-B口步行720米,约11分钟'}]",650,高级双床房
113544116,深圳蛇口海上世界开元名庭酒店,Maison New Century Hotel(Shekou Shenzhen),窗外好景,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 蛇口康乐路1号,"{'type': 2, 'latitude': '22.487485', 'longitude': '113.919016'}",4.8,840,https://dimg04.c-ctrip.com/images/1mc1z12000e13sf0rE5DA_C_400_600_R5_Q70.jpg_.webp,近海上世界 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距水湾地铁站-D口步行160米,约3分钟'}]",398,名成高级大床房
118406578,深圳南山科技园澳特科兴亚朵S酒店,Atour S hotel Kexing Science Park Shenzhen Nanshan,亲子主题房,30,深圳,Shenzhen,南山区,科技园 粤海街道琼宇路10号澳特科兴科学园C栋101号,"{'type': 2, 'latitude': '22.551355', 'longitude': '113.948058'}",4.8,550,https://dimg04.c-ctrip.com/images/0202w12000dko5snb3334_C_400_600_R5_Q70.jpg_.webp,近科兴科技园 · 科技园,"[{'type': '地铁', 'info': '距高新园地铁站驾车2.1公里,约8分钟'}]",632,行政双床房
115803290,深圳南山芒果网大厦亚朵酒店,"Mangonet Building, No. 3955 Baishi Road, Nanshan District, Shenzhen, Guangdong, China",停车场,30,深圳,Shenzhen,南山区,科技园 白石路3955号北门芒果网大厦,"{'type': 2, 'latitude': '22.523888', 'longitude': '113.935467'}",4.9,576,https://dimg04.c-ctrip.com/images/1mc6712000dgq6henF5A4_C_400_600_R5_Q70.jpg_.webp,近深圳大学(粤海校区) · 科技园,"[{'type': '地铁', 'info': '距深大南地铁站步行320米,约5分钟'}]",684,雅致大床房
19587981,南香楼艺术酒店(华侨城甘坑古镇店),Nanxianglou Art Hotel,多功能厅,30,深圳,Shenzhen,龙岗区,布吉/深圳东站 吉华街道甘李路18号甘坑古镇内,"{'type': 2, 'latitude': '22.657457', 'longitude': '114.103391'}",4.5,1533,https://dimg04.c-ctrip.com/images/200g1g000001h7cnwBBFF_C_400_600_R5_Q70.jpg_.webp,近甘坑古镇 · 布吉商圈,"[{'type': '地铁', 'info': '距甘坑地铁站-B口步行1.1公里,约17分钟'}]",328,艺术大床房
51953199,禾尖S酒店(深圳科技园店),Apex & Hotel (Shenzhen Science and Technology Park),免费停车,30,深圳,Shenzhen,南山区,科技园 滨海大道3388号三诺智慧大厦1层、10-13层,"{'type': 2, 'latitude': '22.522171', 'longitude': '113.936948'}",4.6,1371,https://dimg04.c-ctrip.com/images/20031b000001aousv9232_C_400_600_R5_Q70.jpg_.webp,近深圳大学(粤海校区) · 科技园,"[{'type': '地铁', 'info': '距深大南地铁站步行620米,约9分钟'}]",392,荷风大床房
432848,深圳上海宾馆,Shanghai Hotel,免费停车,30,深圳,Shenzhen,福田区,华强北商业区 深南中路3032号,"{'type': 2, 'latitude': '22.541208', 'longitude': '114.082032'}",4.7,1077,https://dimg04.c-ctrip.com/images/0202g120009e1jri2971C_C_400_600_R5_Q70.jpg_.webp,近华强路地铁站 · 华强商圈,"[{'type': '地铁', 'info': '距华强路地铁站-B口步行290米,约5分钟'}]",544,高级双床房（配戴森风筒）
71988383,禾晶酒店(深圳福田口岸会展中心店),HEJING HOTEL (ShenzhenFutianPort Convention and Exhibition Center Store),免费停车,30,深圳,Shenzhen,福田区,皇岗口岸/福田口岸 福强路4010号,"{'type': 2, 'latitude': '22.520063', 'longitude': '114.04538'}",4.5,1346,https://dimg04.c-ctrip.com/images/0204p120008j066vx8263_C_400_600_R5_Q70.jpg_.webp,近沙尾地铁站 · 皇岗口岸/福田口岸,"[{'type': '地铁', 'info': '距沙尾地铁站-C口步行380米,约6分钟'}]",398,晶品双床房
114405293,铂尔登美瑾酒店(深圳南山西丽地铁站店),Dalden Meijin Hotel,停车场,30,深圳,Shenzhen,南山区,大学城/西丽动物园 西丽街道新围社区留仙大道6008号鼎新大厦,"{'type': 2, 'latitude': '22.581022', 'longitude': '113.953854'}",4.5,437,https://dimg04.c-ctrip.com/images/1mc6m12000cw2i698FFBA_C_400_600_R5_Q70.jpg_.webp,近西丽地铁站 · 西丽/大学城,"[{'type': '地铁', 'info': '距西丽地铁站步行100米,约2分钟'}]",331,阳光全景大床房
115065982,深圳南山科技园漫心酒店,Shenzhen Nanshan Science Park Manxin Hotel,家庭房,30,深圳,Shenzhen,南山区,科技园 南头街道玉泉路116号,"{'type': 2, 'latitude': '22.5466', 'longitude': '113.925768'}",4.8,766,https://dimg04.c-ctrip.com/images/1mc1t12000cswgh7l82D3_C_400_600_R5_Q70.jpg_.webp,近南头古城 · 科技园,"[{'type': '地铁', 'info': '距中山公园地铁站-A口步行220米,约4分钟'}]",487,心怡标准大床房
374850,深圳大梅沙京基洲际度假酒店,InterContinental Shenzhen Dameisha Resort,私人泳池,30,深圳,Shenzhen,盐田区,大小梅沙/东部华侨城 大梅沙盐葵路 (大梅沙段) 9号,"{'type': 2, 'latitude': '22.597504', 'longitude': '114.314252'}",4.7,7275,https://dimg04.c-ctrip.com/images/0205d12000a3772b197DD_C_400_600_R5_Q70.jpg_.webp,近大梅沙海滨公园 · 大小梅沙/东部华侨城,"[{'type': '地铁', 'info': '距大梅沙地铁站-B口步行810米,约12分钟'}]",1418,豪华海景客房
346480,深圳富苑皇冠假日套房酒店,Crowne Plaza Hotel & Suites Landmark Shenzhen,SPA,30,深圳,Shenzhen,罗湖区,罗湖口岸/火车站 南湖路3018号,"{'type': 2, 'latitude': '22.542259', 'longitude': '114.120798'}",4.7,2739,https://dimg04.c-ctrip.com/images/1mc2q12000as18u9fACEF_C_400_600_R5_Q70.jpg_.webp,近东门老街 · 罗湖口岸/火车站,"[{'type': '地铁', 'info': '距国贸地铁站-C口步行300米,约5分钟'}]",673,高级大床房
668315,深圳中油阳光大酒店(南山科技园店),Grand Soluxe Zhongyou Hotel Shenzhen,免费停车,30,深圳,Shenzhen,南山区,海岸城/后海 南山大道1110号,"{'type': 2, 'latitude': '22.519441', 'longitude': '113.923007'}",4.6,1051,https://dimg04.c-ctrip.com/images/fd/hotel/g3/M04/25/19/CggYGVYcy7iAeH2pAAGjLzPN0Cw159_C_400_600_R5_Q70.jpg_.webp,近南光地铁站 · 海岸城/后海,"[{'type': '地铁', 'info': '距南光地铁站-B2口步行260米,约4分钟'}]",518,高级大床房
116857658,深圳蛇口太子湾逸扉酒店,UrCove by HYATT Shenzhen Shekou Cruise Center,自营影音房,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 汇海路41号领海大厦T4单元2层,"{'type': 2, 'latitude': '22.472324', 'longitude': '113.911549'}",4.8,500,https://dimg04.c-ctrip.com/images/1mc5u12000dceatkdFC5D_C_400_600_R5_Q70.jpg_.webp,近蛇口邮轮中心 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距太子湾地铁站步行120米,约2分钟'}]",518,高级大床房（私人享Coffee机+小冰箱+智能语音）
71418580,深圳英威斯顿酒店,Investon Hotel Shenzhen,免费停车,30,深圳,Shenzhen,龙华区,观澜 观澜街道新澜社区观光路1301-80号银星智界二期3号楼101,"{'type': 2, 'latitude': '22.726152', 'longitude': '114.046273'}",4.7,925,https://dimg04.c-ctrip.com/images/0203c120008el83hp079D_C_400_600_R5_Q70.jpg_.webp,近长湖地铁站 · 观澜,"[{'type': '地铁', 'info': '距长湖地铁站-B口驾车2.2公里,约9分钟'}]",484,豪华大床房
108472985,深圳龙岗漫心酒店,Longgang Manxin Hotel Shenzhen,免费停车,30,深圳,Shenzhen,龙岗区,龙岗中心区/大运新城 龙城街道黄阁坑社区清林路龙城工业园1号宿舍楼,"{'type': 2, 'latitude': '22.720425', 'longitude': '114.214168'}",4.8,687,https://dimg04.c-ctrip.com/images/1mc2612000bpuyi4u3748_C_400_600_R5_Q70.jpg_.webp,近黄阁坑地铁站 · 龙岗中心,"[{'type': '地铁', 'info': '距黄阁坑地铁站-C口步行560米,约8分钟'}]",422,心雅舒适双床房
661081,深圳蛇口希尔顿南海酒店,Hilton Shenzhen Shekou Nanhai,SPA,30,深圳,Shenzhen,南山区,深圳湾口岸/蛇口 望海路1177号,"{'type': 2, 'latitude': '22.479354', 'longitude': '113.916033'}",4.8,5795,https://dimg04.c-ctrip.com/images/1mc4f12000ccqpub250FA_C_400_600_R5_Q70.jpg_.webp,近海上世界 · 深圳湾口岸/蛇口,"[{'type': '地铁', 'info': '距海上世界地铁站-A口步行650米,约10分钟'}]",1104,南海翼双床标准客房
371233,深圳大中华喜来登酒店,Sheraton Shenzhen Futian Hotel,泳池,30,深圳,Shenzhen,福田区,会展中心/CBD 福华路一号大中华国际交易广场,"{'type': 2, 'latitude': '22.535567', 'longitude': '114.062005'}",4.8,7890,https://dimg04.c-ctrip.com/images/20031f000001gc1xh912B_C_400_600_R5_Q70.jpg_.webp,近深圳会展中心（福田馆） · 会展中心/CBD,"[{'type': '地铁', 'info': '距会展中心地铁站步行160米,约3分钟'}]",1107,高级大床房
119247459,深圳皇悦豪生酒店,Howard Johnson  Royal Hotel Shenzhen,网红泳池,30,深圳,Shenzhen,宝安区,深圳国际会展中心商圈 新桥社区中心路233号鹏展汇2栋,"{'type': 2, 'latitude': '22.74192', 'longitude': '113.828399'}",4.8,192,https://dimg04.c-ctrip.com/images/0201b12000ds0wii67ED5_C_400_600_R5_Q70.jpg_.webp,近后亭地铁站 · 深圳国际会展中心商圈,"[{'type': '地铁', 'info': '距后亭地铁站-C口步行1.4公里,约20分钟'}]",565,豪华大床房
371239,金茂深圳JW万豪酒店,JW Marriott Shenzhen,SPA,30,深圳,Shenzhen,福田区,会展中心/CBD 深南大道6005号,"{'type': 2, 'latitude': '22.536401', 'longitude': '114.032354'}",4.7,8753,https://dimg04.c-ctrip.com/images/0203o1200094qk2p8C9CF_C_400_600_R5_Q70.jpg_.webp,近车公庙地铁站 · 会展中心/CBD,"[{'type': '地铁', 'info': '距车公庙地铁站-J1口步行210米,约3分钟'}]",1199,豪华大床房
431287,塘厦三正半山温泉酒店,Tangxia Goodview Hot Spring Hotel,SPA,223,东莞,Dongguan,塘厦镇, 迎宾大道10号,"{'type': 2, 'latitude': '22.813375', 'longitude': '114.066262'}",4.8,5862,https://dimg04.c-ctrip.com/images/0203e120008u4hp3e755B_C_400_600_R5_Q70.jpg_.webp,东莞 · 近塘厦三正半山酒店温泉,"[{'type': '火车站', 'info': '距东莞南站驾车7.7公里,约15分钟'}]",943,主楼区-高级园景大床房
113002572,深圳福田中洲湾城际酒店,Intercity Hotel Futian Zhongzhou Bay,网红泳池,30,深圳,Shenzhen,福田区,皇岗口岸/福田口岸 沙头街道上沙社区滨河大道9285号中洲滨海商业中心二期1栋B座,"{'type': 2, 'latitude': '22.528608', 'longitude': '114.027929'}",4.9,5031,https://dimg04.c-ctrip.com/images/1mc5y12000cdm5956AD85_C_400_600_R5_Q70.jpg_.webp,近滨河时代kkone · 皇岗口岸/福田口岸,"[{'type': '地铁', 'info': '距下沙地铁站-出口步行260米,约4分钟'}]",793,城际高级双床房
2944446,深圳坪山高铁站坪山迎宾馆,Pingshan Guest House (Shenzhen Pingshan High Speed Railway Station),免费停车,30,深圳,Shenzhen,坪山区,坪山高铁站商圈 新合路88号,"{'type': 2, 'latitude': '22.677575', 'longitude': '114.341409'}",4.6,1137,https://dimg04.c-ctrip.com/images/200d0x000000lc7km90D8_C_400_600_R5_Q70.jpg_.webp,近锦龙地铁站 · 坪山站,"[{'type': '地铁', 'info': '距锦龙地铁站-B口步行1.1公里,约17分钟'}]",394,高级大床房-人气热卖
71545262,丽呈朗誉酒店(深圳龙岗中心大运新城店),Rezen Longuu Hotel (Shenzhen Longgang Universiade Center Station),免费停车,30,深圳,Shenzhen,龙岗区,龙岗中心区/大运新城 吉祥里豪庭9栋铭德大厦A座1楼,"{'type': 2, 'latitude': '22.722441', 'longitude': '114.221198'}",4.7,1385,https://dimg04.c-ctrip.com/images/1mc0p12000d38v2htC2F9_C_400_600_R5_Q70.jpg_.webp,近黄阁坑地铁站 · 龙岗中心,"[{'type': '地铁', 'info': '距黄阁坑地铁站-B口步行540米,约8分钟'}]",335,雅尚大床房（无线投屏）
472703,深圳大梅沙雅兰酒店,Airland Hotel,免费停车,30,深圳,Shenzhen,盐田区,大小梅沙/东部华侨城 大梅沙盐梅路92号,"{'type': 2, 'latitude': '22.595553', 'longitude': '114.308265'}",4.5,1173,https://dimg04.c-ctrip.com/images/200f0k000000btyip8605_C_400_600_R5_Q70.jpg_.webp,近大梅沙海滨公园 · 大小梅沙/东部华侨城,"[{'type': '地铁', 'info': '距大梅沙地铁站-C口步行<100米,约1分钟'}]",477,高级标准房
